"32739","Hamlet","16","1.2.104","KING CLAUDIUS","A fault against the dead, a fault to nature,"
"32740","Hamlet","16","1.2.105","KING CLAUDIUS","To reason most absurd: whose common theme"
"32741","Hamlet","16","1.2.106","KING CLAUDIUS","Is death of fathers, and who still hath cried,"
"32742","Hamlet","16","1.2.107","KING CLAUDIUS","From the first corse till he that died to-day,"
"32743","Hamlet","16","1.2.108","KING CLAUDIUS","'This must be so.' We pray you, throw to earth"
"32744","Hamlet","16","1.2.109","KING CLAUDIUS","This unprevailing woe, and think of us"
"32745","Hamlet","16","1.2.110","KING CLAUDIUS","As of a father: for let the world take note,"
"32746","Hamlet","16","1.2.111","KING CLAUDIUS","You are the most immediate to our throne,"
"32747","Hamlet","16","1.2.112","KING CLAUDIUS","And with no less nobility of love"
"32748","Hamlet","16","1.2.113","KING CLAUDIUS","Than that which dearest father bears his son,"
"32749","Hamlet","16","1.2.114","KING CLAUDIUS","Do I impart toward you. For your intent"
"32750","Hamlet","16","1.2.115","KING CLAUDIUS","In going back to school in Wittenberg,"
"32751","Hamlet","16","1.2.116","KING CLAUDIUS","It is most retrograde to our desire:"
"32752","Hamlet","16","1.2.117","KING CLAUDIUS","And we beseech you, bend you to remain"
"32753","Hamlet","16","1.2.118","KING CLAUDIUS","Here, in the cheer and comfort of our eye,"
"32754","Hamlet","16","1.2.119","KING CLAUDIUS","Our chiefest courtier, cousin, and our son."
"32755","Hamlet","17","1.2.120","QUEEN GERTRUDE","Let not thy mother lose her prayers, Hamlet:"
"32756","Hamlet","17","1.2.121","QUEEN GERTRUDE","I pray thee, stay with us, go not to Wittenberg."
"32757","Hamlet","18","1.2.122","HAMLET","I shall in all my best obey you, madam."
"32758","Hamlet","19","1.2.123","KING CLAUDIUS","Why, 'tis a loving and a fair reply:"
"32759","Hamlet","19","1.2.124","KING CLAUDIUS","Be as ourself in Denmark. Madam, come,"
"32760","Hamlet","19","1.2.125","KING CLAUDIUS","This gentle and unforced accord of Hamlet"
"32761","Hamlet","19","1.2.126","KING CLAUDIUS","Sits smiling to my heart: in grace whereof,"
"32762","Hamlet","19","1.2.127","KING CLAUDIUS","No jocund health that Denmark drinks to-day,"
"32763","Hamlet","19","1.2.128","KING CLAUDIUS","But the great cannon to the clouds shall tell,"
"32764","Hamlet","19","1.2.129","KING CLAUDIUS","And the king's rouse the heavens all bruit again,"
"32765","Hamlet","19","1.2.130","KING CLAUDIUS","Re-speaking earthly thunder. Come away."
"32766","Hamlet","19",,"KING CLAUDIUS","Exeunt all but HAMLET"
"32767","Hamlet","20","1.2.131","HAMLET","O, that this too too solid flesh would melt"
